Area_Name,State,Cardiovascular Deaths Per 100K,,
Elkhart,IN,451.1,  ,
Clearfield,PA,451.2,  ,
Warren,IN,451.3,  ,
Berks,PA,451.3,  ,
Lafourche,LA,451.4,  ,
Tripp,SD,451.4,  ,
Wilson,NC,451.5,  ,
Greene,GA,451.5,  ,
Jefferson,PA,451.6,  ,
Daniels,MT,451.7,  ,
Allegheny,PA,451.8,  ,
Randolph,IL,451.8,  ,
Horry,SC,451.8,  ,
Greenwood,SC,451.8,  ,
Thayer,NE,451.9,  ,
Montcalm,MI,452,  ,
Anderson,SC,452,  ,
Schleicher,TX,452.1,  ,
Richmond City,VA,452.3,  ,
Herkimer,NY,452.3,  ,
Wright,IA,452.3,  ,
DeKalb,IN,452.4,  ,
Newberry,SC,452.4,  ,
Big Horn,WY,452.5,  ,
Cass,IA,452.5,  ,
Rock Island,IL,452.5,  ,
Kent,DE,452.6,  ,
Stokes,NC,452.6,  ,
Malheur,OR,452.7,  ,
Calhoun,IA,452.7,  ,
Lyon,KS,452.7,  ,
Sweetwater,WY,452.7,  ,
Clarion,PA,452.7,  ,
Clinton,PA,452.8,  ,
Warren,IA,452.8,  ,
Deaf Smith,TX,452.9,  ,
Inyo,CA,453.2,  ,
Champaign,OH,453.2,  ,
Cameron,PA,453.3,  ,
Coös,NH,453.3,  ,
Live Oak,TX,453.3,  ,
Worth,MO,453.4,  ,
Paulding,GA,453.4,  ,
Lincoln,GA,453.5,  ,
Oconee,SC,453.6,  ,
Hardy,WV,453.8,  ,
Camden,NJ,453.8,  ,
Onslow,NC,453.8,  ,
Phillips,MT,453.9,  ,
Washington,KY,453.9,  ,
Amherst,VA,453.9,  ,
Plaquemines,LA,454,  ,
Stark,OH,454,  ,
Bailey,TX,454.1,  ,
Oneida,NY,454.2,  ,
Rockingham,NC,454.3,  ,
Allen,IN,454.3,  ,
Wyoming,NY,454.4,  ,
Deer Lodge,MT,454.4,  ,
Gaines,TX,454.4,  ,
Val Verde,TX,454.6,  ,
Atascosa,TX,454.6,  ,
Aransas,TX,454.7,  ,
Whitley,IN,454.7,  ,
Warrick,IN,454.9,  ,
Bent,CO,454.9,  ,
Pike,IL,455,  ,
Johnson,TN,455,  ,
White,IN,455.1,  ,
McKenzie,ND,455.1,  ,
Lake,OH,455.2,  ,
Logan,OK,455.3,  ,
Cottle,TX,455.4,  ,
Hockley,TX,455.7,  ,
Summit,OH,455.7,  ,
Henry,IA,455.7,  ,
Chase,KS,455.7,  ,
Marshall,IL,455.8,  ,
Butte,CA,455.9,  ,
Hendry,FL,455.9,  ,
Wakulla,FL,455.9,  ,
Eddy,ND,456,  ,
Cherokee,NC,456,  ,
Paulding,OH,456.1,  ,
Van Wert,OH,456.1,  ,
Adams,IL,456.1,  ,
Fayette,IA,456.1,  ,
Cerro Gordo,IA,456.2,  ,
Clinton,IN,456.3,  ,
Madison,IN,456.6,  ,
Franklin,OH,456.6,  ,
Vilas,WI,456.7,  ,
Essex,VA,456.8,  ,
Henderson,KY,456.8,  ,
Marion,IA,456.9,  ,
Lawrence,IL,456.9,  ,
Chatham,GA,456.9,  ,
Pendleton,KY,457,  ,
Morton,ND,457,  ,
Quay,NM,457,  ,
Mason,MI,457.1,  ,
Fulton,IL,457.1,  ,
Putnam,GA,457.2,  ,
Cumberland,NC,457.2,  ,
Monroe,TN,457.2,  ,
Forest,PA,457.3,  ,
Curry,NM,457.3,  ,
Henry,VA,457.4,  ,
Lavaca,TX,457.5,  ,
Hanson,SD,457.6,  ,
Coos,OR,457.9,  ,
Blaine,MT,457.9,  ,
Gentry,MO,457.9,  ,
Duval,FL,458,  ,
Lewis,NY,458.1,  ,
Orleans,NY,458.1,  ,
Beaver,UT,458.3,  ,
Ford,IL,458.6,  ,
Parmer,TX,458.7,  ,
Carbon,PA,458.8,  ,
Hill,MT,458.8,  ,
Mitchell,NC,459,  ,
LaGrange,IN,459,  ,
Dawson,TX,459.1,  ,
Waushara,WI,459.2,  ,
Whiteside,IL,459.2,  ,
Bradford,FL,459.2,  ,
Bonneville,ID,459.2,  ,
Liberty,GA,459.5,  ,
Marshall,IN,459.5,  ,
Holmes,OH,459.5,  ,
Yakima,WA,459.6,  ,
Currituck,NC,459.7,  ,
Oakland,MI,459.8,  ,
Milam,TX,459.8,  ,
Venango,PA,459.9,  ,
Sullivan,PA,459.9,  ,
Shoshone,ID,459.9,  ,
Breckinridge,KY,459.9,  ,
Jefferson,ID,460,  ,
Wells,IN,460,  ,
Newton,GA,460,  ,
Jones,NC,460,  ,
Henry,GA,460.1,  ,
Dixie,FL,460.1,  ,
Refugio,TX,460.1,  ,
Piute,UT,460.1,  ,
Cochran,TX,460.2,  ,
Grant,WV,460.2,  ,
North Slope,AK,460.5,  ,
Caribou,ID,460.6,  ,
Doniphan,KS,460.6,  ,
Brule,SD,460.6,  ,
Jay,IN,460.8,  ,
Madison,NC,460.9,  ,
Jackson,IA,461,  ,
Wabash,IL,461,  ,
Calhoun,TX,461.1,  ,
Henry,IL,461.2,  ,
Saline,AR,461.2,  ,
Baltimore County,MD,461.3,  ,
Box Elder,UT,461.5,  ,
Gilmer,GA,461.6,  ,
Jasper,IL,461.6,  ,
Benton,IN,461.8,  ,
Sierra,CA,461.8,  ,
Kenosha,WI,461.8,  ,
Toole,MT,461.9,  ,
Beaufort,NC,461.9,  ,
Ralls,MO,462,  ,
Schuyler,MO,462.1,  ,
Fergus,MT,462.2,  ,
Clinton,IA,462.2,  ,
Dallam,TX,462.2,  ,
Grimes,TX,462.4,  ,
Baraga,MI,462.4,  ,
Hyde,NC,462.4,  ,
Saline,MO,462.5,  ,
Jefferson,IA,462.5,  ,
Medina,TX,462.7,  ,
King and Queen,VA,462.7,  ,
Monroe,MI,462.9,  ,
Bottineau,ND,463,  ,
Scotland,MO,463.1,  ,
Oswego,NY,463.2,  ,
Randolph,WV,463.3,  ,
Maury,TN,463.3,  ,
Muskingum,OH,463.4,  ,
Hamilton,OH,463.5,  ,
Southampton,VA,463.5,  ,
Martin,TX,463.6,  ,
Marshall,OK,463.6,  ,
Floyd,IN,463.6,  ,
Jefferson,FL,463.7,  ,
Real,TX,463.7,  ,
Jefferson,NY,463.8,  ,
Bureau,IL,463.9,  ,
Reeves,TX,463.9,  ,
Wayne,PA,464,  ,
Galveston,TX,464.1,  ,
Fresno,CA,464.1,  ,
Dawes,NE,464.1,  ,
Morris,KS,464.2,  ,
San Patricio,TX,464.4,  ,
La Salle,TX,464.5,  ,
Franklin,FL,464.5,  ,
Franklin,KY,464.6,  ,
Houghton,MI,464.8,  ,
Ocean,NJ,464.8,  ,
Middlesex,VA,464.8,  ,
Castro,TX,465,  ,
Lee,IA,465,  ,
Echols,GA,465,  ,
Comanche,KS,465.2,  ,
Otsego,MI,465.2,  ,
Siskiyou,CA,465.3,  ,
Carroll,IL,465.4,  ,
Putnam,IL,465.4,  ,
Duplin,NC,465.4,  ,
Ashland,WI,465.6,  ,
Calhoun,WV,465.8,  ,
Gaston,NC,465.9,  ,
Tuscarawas,OH,465.9,  ,
Columbia,FL,465.9,  ,
Humboldt,NV,466,  ,
Monroe,MO,466,  ,
Cabell,WV,466.1,  ,
Borden,TX,466.2,  ,
Marion,IN,466.3,  ,
DeKalb,MO,466.4,  ,
Pope,IL,466.5,  ,
Knox,IL,466.5,  ,
Swisher,TX,466.5,  ,
Lexington,VA,466.5,  ,
Stonewall,TX,466.6,  ,
Hart,GA,466.6,  ,
McLennan,TX,466.7,  ,
Taylor,IA,466.8,  ,
Pawnee,KS,466.8,  ,
Marion,KY,466.8,  ,
Benton,MO,466.9,  ,
Somerset,PA,466.9,  ,
Schuyler,NY,467,  ,
Greenwood,KS,467.1,  ,
Richland,IL,467.2,  ,
Cambria,PA,467.3,  ,
Storey,NV,467.4,  ,
Roosevelt,NM,467.4,  ,
Gibson,IN,467.5,  ,
Mercer,KY,467.5,  ,
Hamilton,TX,467.6,  ,
Delaware,NY,467.7,  ,
Union,IN,467.9,  ,
Milwaukee,WI,467.9,  ,
Ellis,TX,468,  ,
LaSalle,IL,468.1,  ,
Lincoln,MO,468.1,  ,
Carroll,OH,468.2,  ,
Morgan,IN,468.2,  ,
Harrisonburg,VA,468.2,  ,
Salem,VA,468.3,  ,
Fulton,PA,468.3,  ,
Sevier,TN,468.3,  ,
Pike,IN,468.6,  ,
Rice,KS,468.7,  ,
Reagan,TX,468.7,  ,
Hampton,VA,468.7,  ,
Lewis,WA,469.1,  ,
Goliad,TX,469.1,  ,
Brooks,TX,469.1,  ,
St. Joseph,IN,469.1,  ,
Clarke,GA,469.2,  ,
Volusia,FL,469.3,  ,
Ohio,WV,469.3,  ,
Linn,KS,469.4,  ,
Wheatland,MT,469.4,  ,
Blair,PA,469.5,  ,
Swain,NC,469.5,  ,
Valley,MT,469.7,  ,
Orleans,LA,469.7,  ,
Fulton,NY,469.8,  ,
Baldwin,AL,470,  ,
Clay,SD,470,  ,
Randolph,NC,470.2,  ,
St. Charles,LA,470.3,  ,
Amelia,VA,470.3,  ,
Daviess,KY,470.5,  ,
Tehama,CA,470.6,  ,
Beaver,PA,470.7,  ,
Glenn,CA,470.9,  ,
Bryan,GA,470.9,  ,
Grundy,MO,471,  ,
Tucker,WV,471,  ,
Ross,OH,471.1,  ,
Greene,IL,471.1,  ,
Iron,WI,471.3,  ,
Carbon,UT,471.3,  ,
Morgan,KY,471.4,  ,
Clarke,IA,471.5,  ,
Worth,GA,471.5,  ,
Erie,OH,471.6,  ,
Page,IA,471.7,  ,
Preston,WV,471.7,  ,
Knox,OH,471.8,  ,
Washington,MD,472,  ,
Washington,TN,472,  ,
Radford,VA,472.1,  ,
Martin,IN,472.1,  ,
Whitfield,GA,472.1,  ,
Crisp,GA,472.2,  ,
Bronx,NY,472.2,  ,
Ellsworth,KS,472.3,  ,
Coles,IL,472.4,  ,
Orange,IN,472.6,  ,
Franklin,KS,472.8,  ,
Eureka,NV,472.8,  ,
Greene,MO,472.9,  ,
Modoc,CA,472.9,  ,
Van Buren,AR,472.9,  ,
Waupaca,WI,472.9,  ,
Runnels,TX,472.9,  ,
Loup,NE,473,  ,
King,TX,473.1,  ,
Kent,TX,473.4,  ,
Lamar,MS,473.4,  ,
Crane,TX,473.6,  ,
Pleasants,WV,473.6,  ,
De Baca,NM,473.8,  ,
Luna,NM,473.8,  ,
Camden,NC,474,  ,
Gloucester,NJ,474.3,  ,
Huntington,IN,474.4,  ,
Daviess,IN,474.4,  ,
Gregory,SD,474.5,  ,
Northumberland,PA,474.6,  ,
DeWitt,TX,474.6,  ,
Greene,IA,474.6,  ,
Trego,KS,474.6,  ,
Phelps,MO,474.6,  ,
Spartanburg,SC,474.9,  ,
Hickman,TN,475.1,  ,
Maries,MO,475.1,  ,
Morgan,GA,475.2,  ,
Mitchell,IA,475.3,  ,
Northampton,NC,475.3,  ,
Marshall,WV,475.3,  ,
Patrick,VA,475.4,  ,
Dubois,IN,475.4,  ,
Lee,GA,475.4,  ,
Jasper,GA,475.5,  ,
Bingham,ID,475.7,  ,
Floyd,IA,475.7,  ,
Franklin,MO,475.7,  ,
Chariton,MO,475.8,  ,
Humboldt,IA,475.8,  ,
Crawford,PA,475.8,  ,
Caldwell,NC,476,  ,
Adair,MO,476.1,  ,
Montgomery,IA,476.1,  ,
Izard,AR,476.1,  ,
Marion,FL,476.2,  ,
Escambia,FL,476.2,  ,
McDonough,IL,476.2,  ,
Mahaska,IA,476.3,  ,
Hocking,OH,476.3,  ,
Greenup,KY,476.4,  ,
Davis,IA,476.6,  ,
Fulton,OH,476.6,  ,
Warren,IL,476.7,  ,
Terrell,GA,476.7,  ,
Morrow,OH,476.8,  ,
Nacogdoches,TX,476.8,  ,
Lander,NV,476.9,  ,
Washington,IL,477.1,  ,
Montgomery,NY,477.2,  ,
Rowan,NC,477.4,  ,
Spencer,IN,477.4,  ,
Archer,TX,477.4,  ,
Mineral,WV,477.4,  ,
Colonial Heights,VA,477.5,  ,
Hooker,NE,477.6,  ,
Montgomery,OH,477.6,  ,
Auglaize,OH,477.7,  ,
Grayson,TX,477.7,  ,
Dallas,MO,477.8,  ,
Wapello,IA,477.8,  ,
Lafayette,FL,477.8,  ,
Bethel,AK,477.9,  ,
Owen,IN,478.1,  ,
Clinton,IL,478.1,  ,
Lake,IN,478.2,  ,
Buffalo,SD,478.2,  ,
Caddo,LA,478.3,  ,
Knox,IN,478.5,  ,
St. Bernard,LA,478.5,  ,
Davidson,TN,478.5,  ,
Anderson,TN,478.5,  ,
Coryell,TX,478.5,  ,
Pulaski,VA,478.6,  ,
Crawford,IN,478.6,  ,
Crawford,IL,478.6,  ,
Pickens,GA,478.6,  ,
Levy,FL,478.8,  ,
Rolette,ND,478.8,  ,
Clay,TX,478.8,  ,
Edwards,IL,478.9,  ,
Stanislaus,CA,479,  ,
Harnett,NC,479.1,  ,
Fayette,TX,479.4,  ,
Hoke,NC,479.7,  ,
Otero,CO,479.9,  ,
Anderson,KS,480.4,  ,
Sussex,VA,480.4,  ,
Sumter,SC,480.5,  ,
Faulkner,AR,480.5,  ,
Missaukee,MI,480.8,  ,
Vance,NC,481,  ,
Wyandot,OH,481.1,  ,
Oktibbeha,MS,481.1,  ,
Lafayette,MO,481.3,  ,
Coshocton,OH,481.5,  ,
Van Buren,IA,481.6,  ,
Ste. Genevieve,MO,481.7,  ,
Alamosa,CO,481.8,  ,
Bay,FL,481.9,  ,
Madison,KY,482.1,  ,
Monroe,OH,482.1,  ,
Hamblen,TN,482.1,  ,
Hamilton,TN,482.6,  ,
Lee,TX,482.6,  ,
Bedford,PA,482.6,  ,
Branch,MI,482.6,  ,
Pulaski,IN,482.6,  ,
Kalkaska,MI,483,  ,
Sampson,NC,483,  ,
Mason,WV,483,  ,
Iron,MI,483.3,  ,
Gulf,FL,483.3,  ,
Georgetown,SC,483.6,  ,
Wabash,IN,483.7,  ,
Okeechobee,FL,484,  ,
Osceola,MI,484.2,  ,
Dickens,TX,484.3,  ,
Cass,MI,484.6,  ,
Adams,IA,484.7,  ,
San Bernardino,CA,484.8,  ,
McKean,PA,484.9,  ,
Bertie,NC,485.1,  ,
Perry,MO,485.5,  ,
Coffey,KS,485.5,  ,
Wilcox,GA,485.7,  ,
Allen,KS,485.8,  ,
Dooly,GA,485.9,  ,
Carter,TN,485.9,  ,
District of Columbia,DC,486,  ,
Hancock,KY,486,  ,
Warren,KY,486.1,  ,
Jackson,KS,486.1,  ,
Kern,CA,486.1,  ,
Mercer,PA,486.1,  ,
Duval,TX,486.2,  ,
Lafayette,LA,486.2,  ,
Lake,MI,486.2,  ,
Mecosta,MI,486.3,  ,
Pershing,NV,486.3,  ,
Lucas,IA,486.3,  ,
Wyandotte,KS,486.3,  ,
Cloud,KS,486.5,  ,
Vinton,OH,486.7,  ,
Ashland,OH,486.9,  ,
Rush,IN,486.9,  ,
Buchanan,MO,487,  ,
Worcester,MD,487.1,  ,
Bledsoe,TN,487.1,  ,
Brown,IL,487.2,  ,
Union,IL,487.2,  ,
Alleghany,VA,487.3,  ,
Greene,IN,487.4,  ,
Washoe,NV,487.4,  ,
Lynn,TX,487.5,  ,
Schuyler,IL,487.6,  ,
Atlantic,NJ,487.9,  ,
Appanoose,IA,488,  ,
Crawford,AR,488,  ,
Butler,KY,488.1,  ,
Ascension,LA,488.1,  ,
Barbour,WV,488.1,  ,
Washington,GA,488.2,  ,
Madison,GA,488.3,  ,
Glacier,MT,488.3,  ,
Chemung,NY,488.4,  ,
Evans,GA,488.4,  ,
Bond,IL,488.4,  ,
Hill,TX,488.4,  ,
Pickens,SC,488.6,  ,
Giles,VA,488.6,  ,
Iberville,LA,488.6,  ,
Calhoun,FL,488.7,  ,
Halifax,VA,488.7,  ,
St. James,LA,488.9,  ,
Carroll,MS,489,  ,
Pulaski,MO,489.1,  ,
Blackford,IN,489.1,  ,
Webster,WV,489.3,  ,
Putnam,WV,489.3,  ,
Lawrence,PA,489.4,  ,
Ringgold,IA,489.5,  ,
Thomas,GA,489.5,  ,
Miller,MO,489.5,  ,
Smith,MS,489.5,  ,
Ozark,MO,489.6,  ,
Chickasaw,IA,489.7,  ,
Woodson,KS,489.8,  ,
Payne,OK,489.8,  ,
Erath,TX,490,  ,
Larue,KY,490.2,  ,
Marion,MO,490.3,  ,
Shackelford,TX,490.3,  ,
Allen,OH,490.4,  ,
Nash,NC,490.4,  ,
Monroe,IA,490.4,  ,
Macon,MO,490.6,  ,
Lincoln,KY,490.7,  ,
Newton,IN,490.7,  ,
Bannock,ID,490.8,  ,
Dodge,GA,491.1,  ,
Sequatchie,TN,491.1,  ,
Washington,NC,491.2,  ,
Henry,IN,491.5,  ,
Delaware,IN,491.7,  ,
Eddy,NM,491.7,  ,
Taylor,WV,491.8,  ,
Polk,MO,491.9,  ,
Putnam,MO,492,  ,
Darke,OH,492,  ,
Nicholas,WV,492,  ,
Mineral,NV,492.1,  ,
Clark,NV,492.3,  ,
Gogebic,MI,492.3,  ,
Johnson,GA,492.3,  ,
Liberty,FL,492.4,  ,
Tyrrell,NC,492.4,  ,
Cuyahoga,OH,492.5,  ,
Parke,IN,492.5,  ,
Clinton,OH,492.6,  ,
St. Helena,LA,492.6,  ,
Taylor,FL,492.7,  ,
Warren,NC,492.8,  ,
Ritchie,WV,492.8,  ,
St. Joseph,MI,492.9,  ,
Laurens,SC,493,  ,
Shasta,CA,493.1,  ,
Madison,ID,493.2,  ,
Luzerne,PA,493.2,  ,
Knox,TX,493.4,  ,
Livingston,LA,493.4,  ,
Calhoun,MI,493.4,  ,
Catoosa,GA,493.5,  ,
Dougherty,GA,493.6,  ,
Kingfisher,OK,493.6,  ,
Thurston,NE,493.6,  ,
St. Clair,IL,493.8,  ,
Boone,IN,493.9,  ,
Hamilton,IL,493.9,  ,
Rush,KS,493.9,  ,
Livingston,IL,494,  ,
Montgomery,AL,494,  ,
White,IL,494.1,  ,
San Jacinto,TX,494.3,  ,
Haskell,TX,494.4,  ,
Sullivan,TN,494.5,  ,
Pocahontas,IA,494.7,  ,
Bulloch,GA,494.8,  ,
Saline,IL,494.9,  ,
Roane,WV,494.9,  ,
Baker,FL,495,  ,
DeSoto,MS,495,  ,
Lyon,NV,495.1,  ,
Hartley,TX,495.1,  ,
Morgan,TN,495.4,  ,
Chowan,NC,495.5,  ,
Suwannee,FL,495.6,  ,
Sandusky,OH,495.7,  ,
Panola,TX,495.7,  ,
Grainger,TN,495.9,  ,
Red River,LA,496.1,  ,
Upton,TX,496.6,  ,
McCulloch,TX,496.6,  ,
Comanche,TX,496.7,  ,
Lenawee,MI,496.7,  ,
Grayson,KY,496.9,  ,
Macoupin,IL,497,  ,
Knox,MO,497.2,  ,
Clay,IL,497.3,  ,
Decatur,IN,497.3,  ,
Lonoke,AR,497.3,  ,
Clay,WV,497.3,  ,
Garrett,MD,497.4,  ,
Macomb,MI,497.6,  ,
Washington,IN,497.7,  ,
Bourbon,KS,497.7,  ,
Jefferson,IL,497.8,  ,
Freestone,TX,497.8,  ,
Madison,AL,498.1,  ,
Allegany,MD,498.1,  ,
Halifax,NC,498.1,  ,
Cleveland,NC,498.3,  ,
Pulaski,GA,498.3,  ,
Bosque,TX,498.5,  ,
Harrison,MO,498.7,  ,
Edgar,IL,498.8,  ,
Wyoming,PA,498.8,  ,
Jasper,IN,498.9,  ,
Humboldt,CA,498.9,  ,
Garza,TX,499,  ,
Montgomery,IN,499.1,  ,
Northampton,VA,499.2,  ,
Charlotte,VA,499.2,  ,
Dent,MO,499.4,  ,
Scotland,NC,499.6,  ,
Marshall,IA,499.6,  ,
Pulaski,AR,499.6,  ,
Doddridge,WV,499.7,  ,
Staunton,VA,499.8,  ,
Floyd,TX,499.8,  ,
Taliaferro,GA,499.8,  ,
Camden,GA,499.9,  ,
Grady,GA,500,  ,
Decatur,IA,500,  ,
Johnson,TX,500,  ,
Caroline,MD,500.1,  ,
Neosho,KS,500.5,  ,
Carson,TX,500.5,  ,
Weakley,TN,500.8,  ,
Bossier,LA,500.8,  ,
Fulton,AR,501,  ,
Douglas,GA,501.1,  ,
Roane,TN,501.1,  ,
De Soto,LA,501.3,  ,
Jefferson,MO,501.5,  ,
Falls,TX,501.5,  ,
Wayne,IA,501.6,  ,
Perry,IN,501.8,  ,
Osage,OK,501.8,  ,
Huron,OH,501.8,  ,
Jackson,WV,501.8,  ,
Wirt,WV,501.9,  ,
Edmonson,KY,501.9,  ,
Presque Isle,MI,502,  ,
Foard,TX,502.3,  ,
Lamb,TX,502.4,  ,
Chautauqua,NY,502.5,  ,
Rockcastle,KY,502.5,  ,
Howard,MO,502.6,  ,
Pacific,WA,502.7,  ,
Daviess,MO,502.8,  ,
Jersey,IL,502.8,  ,
Jackson,GA,502.8,  ,
Clayton,GA,502.9,  ,
Mercer,WV,502.9,  ,
Wayne,IL,503,  ,
Audrain,MO,503.2,  ,
Isabella,MI,503.4,  ,
Hardeman,TX,503.4,  ,
Montgomery,TN,503.4,  ,
Tuscola,MI,503.5,  ,
Niagara,NY,503.7,  ,
Jefferson,TN,503.7,  ,
Wichita,TX,503.8,  ,
Wetzel,WV,503.8,  ,
Prince Edward,VA,503.9,  ,
Trousdale,TN,503.9,  ,
Jackson,OK,503.9,  ,
Wagoner,OK,504,  ,
Wilbarger,TX,504,  ,
Pope,AR,504.1,  ,
Searcy,AR,504.1,  ,
Houston,GA,504.2,  ,
Richland,OH,504.2,  ,
Scott,VA,504.3,  ,
Chambers,TX,504.4,  ,
Kanawha,WV,504.5,  ,
Fairfield,SC,504.9,  ,
Adams,MS,504.9,  ,
Tulare,CA,504.9,  ,
Iroquois,IL,505.1,  ,
Colorado,TX,505.1,  ,
Monroe,GA,505.2,  ,
Cecil,MD,505.3,  ,
Fayette,TN,505.7,  ,
Howard,IN,505.8,  ,
Cass,IL,505.9,  ,
Brown,TX,506,  ,
Fisher,TX,506,  ,
Casey,KY,506.1,  ,
Ontonagon,MI,506.1,  ,
Frio,TX,506.2,  ,
Mercer,MO,506.3,  ,
Pickaway,OH,506.4,  ,
Carter,KY,506.5,  ,
Shiawassee,MI,506.7,  ,
Lubbock,TX,506.7,  ,
Wood,WV,506.9,  ,
Hansford,TX,507.1,  ,
Moniteau,MO,507.1,  ,
Van Buren,MI,507.4,  ,
Wood,OH,507.6,  ,
Butts,GA,507.6,  ,
Unicoi,TN,507.7,  ,
East Baton Rouge,LA,507.8,  ,
Arthur,NE,507.8,  ,
Portage,OH,507.9,  ,
Churchill,NV,507.9,  ,
Lanier,GA,507.9,  ,
Bourbon,KY,508.1,  ,
Kankakee,IL,508.1,  ,
Clarendon,SC,508.1,  ,
Union,TN,508.3,  ,
Shelby,TN,508.4,  ,
Rutherford,NC,508.5,  ,
Ottawa,OH,508.5,  ,
Cape May,NJ,508.7,  ,
Johnson,MO,508.7,  ,
Monona,IA,508.8,  ,
Pontotoc,MS,509,  ,
Lynchburg,VA,509,  ,
Vermilion,IL,509.2,  ,
Marshall,MS,509.5,  ,
Lapeer,MI,509.6,  ,
Lackawanna,PA,509.9,  ,
Limestone,TX,510.1,  ,
Upshur,WV,510.1,  ,
Harmon,OK,510.1,  ,
Terrebonne,LA,510.3,  ,
Carlisle,KY,510.3,  ,
Emery,UT,510.3,  ,
McCracken,KY,510.7,  ,
Carson City,NV,510.7,  ,
Pettis,MO,510.8,  ,
Clark,IN,510.8,  ,
Hawkins,TN,510.8,  ,
Ray,MO,511,  ,
Perry,MS,511,  ,
Hancock,MS,511,  ,
Alfalfa,OK,511.1,  ,
Ripley,IN,511.3,  ,
San Augustine,TX,511.5,  ,
Wayne,MO,511.7,  ,
Hancock,GA,511.8,  ,
Assumption,LA,512.1,  ,
Clark,MO,512.2,  ,
Hall,TX,512.2,  ,
Dade,MO,512.3,  ,
Miami,OH,512.4,  ,
Pike,MO,512.5,  ,
Walton,GA,512.6,  ,
Scott,TN,512.7,  ,
Bland,VA,513.1,  ,
Harrison,TX,513.2,  ,
Putnam,TN,513.3,  ,
Philadelphia,PA,513.4,  ,
Jefferson,AL,513.4,  ,
Lyon,KY,513.5,  ,
Greene,NC,513.5,  ,
Fulton,IN,513.6,  ,
Chambers,AL,513.6,  ,
Colquitt,GA,513.6,  ,
Madison,TX,513.7,  ,
Barnwell,SC,513.9,  ,
Effingham,GA,514.2,  ,
Rowan,KY,514.2,  ,
Yazoo,MS,514.3,  ,
Union,LA,514.6,  ,
Williamsburg,SC,514.6,  ,
Ashtabula,OH,514.7,  ,
Eastland,TX,514.8,  ,
Lincoln,WV,514.8,  ,
Richmond,NY,514.9,  ,
Scott,MO,514.9,  ,
Smyth,VA,515.2,  ,
Wise,TX,515.3,  ,
Webster,GA,515.3,  ,
Perry,AR,516.3,  ,
Tillman,OK,516.3,  ,
Crawford,KS,516.4,  ,
Throckmorton,TX,516.4,  ,
Clark,IL,516.5,  ,
Madison,MS,516.5,  ,
Garfield,OK,516.7,  ,
Mecklenburg,VA,516.7,  ,
Brown,OH,517,  ,
Madison,IL,517,  ,
Grant,IN,517.1,  ,
Nolan,TX,517.2,  ,
Autauga,AL,517.4,  ,
Hillsdale,MI,517.4,  ,
Gilmer,WV,517.5,  ,
Mellette,SD,517.6,  ,
Texas,MO,517.6,  ,
Bryan,OK,517.7,  ,
Shelby,TX,518,  ,
Wharton,TX,518.2,  ,
Fentress,TN,518.2,  ,
Woods,OK,518.2,  ,
Gratiot,MI,518.2,  ,
Butler,MO,518.7,  ,
Marion,OH,518.7,  ,
Screven,GA,519,  ,
Howell,MO,519.2,  ,
Lawrence,MO,519.5,  ,
Lowndes,MS,519.9,  ,
Crosby,TX,519.9,  ,
Sabine,LA,520.1,  ,
Comanche,OK,520.1,  ,
Hamilton,FL,520.2,  ,
Smith,TN,520.2,  ,
