Area_Name,State,Cardiovascular Deaths Per 100K,,
La Salle,LA,520.5,  ,
Ector,TX,520.6,  ,
Clinton,MO,520.7,  ,
Highland,OH,520.8,  ,
Shannon,MO,520.9,  ,
Perquimans,NC,521,  ,
Sierra,NM,521,  ,
Columbiana,OH,521.1,  ,
Todd,SD,521.1,  ,
Silver Bow,MT,521.4,  ,
Cattaraugus,NY,521.5,  ,
Jones,TX,521.5,  ,
Fall River,SD,521.7,  ,
St. Mary,LA,521.8,  ,
Dillingham,AK,521.8,  ,
LaPorte,IN,521.9,  ,
Webster,IA,522,  ,
Oklahoma,OK,522,  ,
Coleman,TX,522.1,  ,
Laclede,MO,522.2,  ,
Jackson,FL,522.3,  ,
Lee,VA,522.3,  ,
Hale,TX,522.7,  ,
Callahan,TX,522.8,  ,
Greer,OK,522.8,  ,
Crawford,OH,523,  ,
Bartow,GA,523,  ,
Cotton,OK,523.2,  ,
Huron,MI,523.2,  ,
Marshall,KY,523.3,  ,
Lauderdale,AL,523.4,  ,
Summers,WV,523.5,  ,
Cape Girardeau,MO,523.9,  ,
Brown,KS,524.2,  ,
Loving,TX,524.2,  ,
St. Clair,MI,524.4,  ,
Salem,NJ,524.4,  ,
McDuffie,GA,524.5,  ,
Baylor,TX,524.6,  ,
Childress,TX,524.8,  ,
Karnes,TX,524.9,  ,
Fayette,WV,524.9,  ,
Jackson,SD,525,  ,
Webster,MO,525.1,  ,
Major,OK,525.3,  ,
Moore,TX,525.3,  ,
Overton,TN,525.5,  ,
Vernon,MO,525.7,  ,
Taylor,KY,526.1,  ,
Owen,KY,526.2,  ,
Perry,OH,526.3,  ,
Taylor,TX,526.4,  ,
Armstrong,TX,526.6,  ,
Prairie,AR,526.6,  ,
Delaware,OK,526.8,  ,
Pike,OH,527.1,  ,
Jackson,MS,527.1,  ,
Jennings,IN,527.2,  ,
Brooke,WV,527.2,  ,
Lee,MS,527.4,  ,
Bleckley,GA,527.6,  ,
Grant,OK,527.8,  ,
Roger Mills,OK,527.8,  ,
Brantley,GA,528,  ,
Madison,FL,528.1,  ,
Cimarron,OK,528.1,  ,
Barton,MO,528.1,  ,
Bates,MO,528.3,  ,
Jackson,MI,528.4,  ,
Sanilac,MI,528.5,  ,
Spalding,GA,528.7,  ,
Alpine,CA,528.8,  ,
Bladen,NC,528.8,  ,
Cannon,TN,529,  ,
Crittenden,AR,529.1,  ,
Shelby,OH,529.2,  ,
Yuba,CA,529.3,  ,
Scott,IN,529.3,  ,
Hart,KY,529.3,  ,
Morton,KS,529.3,  ,
Matagorda,TX,529.3,  ,
Norfolk,VA,529.3,  ,
Marion,GA,529.5,  ,
Wythe,VA,529.6,  ,
Wayne,NC,529.8,  ,
Cedar,MO,529.9,  ,
Stanly,NC,530.2,  ,
Marion,TX,530.2,  ,
Randolph,IN,530.4,  ,
Trumbull,OH,530.5,  ,
Reynolds,MO,530.5,  ,
St. Clair,MO,530.6,  ,
Johnston,OK,530.6,  ,
Calloway,KY,530.6,  ,
Martin,KY,530.9,  ,
Elk,KS,531.2,  ,
Lewis,TN,531.2,  ,
Bee,TX,531.6,  ,
Jackson,TN,531.7,  ,
Wilson,KS,531.8,  ,
Grant,AR,532,  ,
Phillips,AR,532.1,  ,
Graves,KY,532.3,  ,
Montmorency,MI,532.4,  ,
Tazewell,VA,532.5,  ,
Pike,GA,532.6,  ,
Sherman,TX,532.9,  ,
Gladwin,MI,533,  ,
Jackson,TX,533.4,  ,
Bennett,SD,533.5,  ,
McDonald,MO,533.6,  ,
Carroll,GA,533.6,  ,
Rusk,TX,534.2,  ,
Harrison,OH,534.3,  ,
Turner,GA,534.4,  ,
Stone,MO,535,  ,
Ward,TX,535.2,  ,
Hardin,OH,535.4,  ,
Sullivan,IN,535.5,  ,
Morgan,IL,535.6,  ,
Barber,KS,535.7,  ,
Cumberland,NJ,535.8,  ,
Andrews,TX,535.8,  ,
Guernsey,OH,536.1,  ,
Attala,MS,536.3,  ,
Mohave,AZ,536.4,  ,
Wayne,GA,536.5,  ,
Brooks,GA,536.5,  ,
McLean,KY,536.6,  ,
Stewart,TN,536.6,  ,
Elbert,GA,536.8,  ,
Starke,IN,537.2,  ,
Pulaski,IL,537.6,  ,
Limestone,AL,537.8,  ,
Harper,OK,537.8,  ,
Appomattox,VA,538.2,  ,
Pulaski,KY,538.3,  ,
Belmont,OH,539,  ,
Madison,TN,539,  ,
Murray,GA,539.1,  ,
Russell,AL,539.3,  ,
Hot Spring,AR,539.3,  ,
Lawrence,OH,539.5,  ,
Trigg,KY,539.6,  ,
Navarro,TX,539.7,  ,
Drew,AR,540.2,  ,
Barren,KY,540.3,  ,
Wood,TX,540.4,  ,
Blaine,OK,540.5,  ,
Seneca,OH,540.6,  ,
Shelby,MO,540.8,  ,
Bienville,LA,540.9,  ,
Magoffin,KY,540.9,  ,
Titus,TX,540.9,  ,
Pearl River,MS,541,  ,
Mahoning,OH,541,  ,
Zavala,TX,541.2,  ,
Van Zandt,TX,541.2,  ,
Pickett,TN,541.2,  ,
White,TN,541.2,  ,
Lucas,OH,541.7,  ,
Greene,PA,541.9,  ,
Monroe,MS,542.2,  ,
Boone,WV,542.3,  ,
Menifee,KY,542.4,  ,
Livingston,KY,542.5,  ,
Randolph,GA,542.7,  ,
Sevier,AR,542.8,  ,
Sullivan,MO,542.8,  ,
Noble,OK,542.8,  ,
Montgomery,AR,543.2,  ,
Christian,KY,543.3,  ,
Camp,TX,543.4,  ,
Wheeler,TX,543.5,  ,
Russell,VA,543.5,  ,
Mitchell,GA,543.5,  ,
Donley,TX,543.7,  ,
Cherokee,AL,544,  ,
Van Buren,TN,544.2,  ,
Winkler,TX,544.4,  ,
Stephens,TX,544.5,  ,
Smith,TX,544.6,  ,
Upshur,TX,544.7,  ,
Allen,KY,544.8,  ,
Wayne,KY,545.2,  ,
Dorchester,MD,545.5,  ,
Pike,AL,545.7,  ,
Calhoun,GA,545.8,  ,
Beckham,OK,545.9,  ,
Roanoke City,VA,546.1,  ,
Cheatham,TN,546.4,  ,
Northwest Arctic,AK,546.4,  ,
Gregg,TX,546.5,  ,
Howard,IA,546.8,  ,
Quitman,GA,546.9,  ,
Grady,OK,546.9,  ,
Lea,NM,547.1,  ,
Leake,MS,547.1,  ,
Baker,GA,547.2,  ,
Adams,OH,547.3,  ,
Oregon,MO,547.5,  ,
Lamar,AL,547.5,  ,
Clare,MI,547.8,  ,
Houston,TX,547.8,  ,
Johnson,AR,547.9,  ,
Greene,TN,548.1,  ,
Lunenburg,VA,548.2,  ,
Raleigh,WV,548.3,  ,
Logan,AR,548.7,  ,
Trimble,KY,548.7,  ,
Lafayette,MS,548.7,  ,
Clay,MS,548.7,  ,
St. Clair,AL,548.9,  ,
Jefferson,IN,549,  ,
Webster,KY,549.2,  ,
Miami,IN,549.7,  ,
Blount,AL,550.6,  ,
Martin,NC,550.7,  ,
Logan,OH,550.9,  ,
Lincoln,OK,550.9,  ,
Carroll,AR,550.9,  ,
Lowndes,GA,551.4,  ,
Lamar,GA,551.5,  ,
Hemphill,TX,551.7,  ,
Gordon,GA,552,  ,
Pierce,GA,552.3,  ,
Robertson,TN,552.3,  ,
Robertson,TX,552.6,  ,
Robeson,NC,552.6,  ,
Jasper,MO,552.6,  ,
McClain,OK,552.7,  ,
Chautauqua,KS,553.1,  ,
Crockett,TX,553.1,  ,
Meigs,OH,553.2,  ,
Douglas,MO,553.3,  ,
Clinton,KY,553.3,  ,
Carter,MO,553.4,  ,
Richmond,GA,553.5,  ,
Mitchell,TX,553.5,  ,
Alpena,MI,553.6,  ,
Jackson,LA,553.6,  ,
Franklin,TX,553.7,  ,
Boyd,NE,554.1,  ,
Cook,GA,554.3,  ,
Portsmouth,VA,554.7,  ,
St. Louis City,MO,555,  ,
Woodward,OK,555.1,  ,
Muhlenberg,KY,555.1,  ,
Clark,OH,555.4,  ,
Laurel,KY,555.7,  ,
Greene,AR,555.8,  ,
Carroll,MO,555.9,  ,
Roscommon,MI,556.3,  ,
Barry,MO,556.5,  ,
Washington,AL,556.5,  ,
Hopewell,VA,556.5,  ,
Giles,TN,556.5,  ,
Collingsworth,TX,556.6,  ,
Dickenson,VA,556.6,  ,
Accomack,VA,556.8,  ,
Kaufman,TX,557.3,  ,
Scott,AR,557.5,  ,
Benton,MS,557.5,  ,
Wise,VA,557.6,  ,
Bracken,KY,558.1,  ,
Meigs,TN,558.2,  ,
Franklin,TN,558.3,  ,
Union,KY,558.3,  ,
Chenango,NY,558.3,  ,
Lawrence,TN,558.5,  ,
Fayette,PA,558.5,  ,
Geary,KS,558.7,  ,
Norton,VA,558.8,  ,
Hickman,KY,559,  ,
Harrison,WV,559.1,  ,
Stewart,GA,559.3,  ,
Ballard,KY,559.6,  ,
Todd,KY,560.2,  ,
Newton,MO,560.4,  ,
Lewis,MO,560.6,  ,
Hunt,TX,560.6,  ,
Hancock,TN,560.7,  ,
Berrien,MI,560.9,  ,
Hampton,SC,561,  ,
Marion,MS,561.7,  ,
Dade,GA,561.7,  ,
Alexander,IL,562.1,  ,
Stephens,GA,562.2,  ,
Randolph,MO,562.2,  ,
Henry,AL,562.4,  ,
Bradley,TN,562.5,  ,
Gray,TX,562.5,  ,
Citrus,FL,563,  ,
Warren,GA,563.2,  ,
Heard,GA,563.4,  ,
Jenkins,GA,563.5,  ,
Pickens,AL,563.5,  ,
Chaves,NM,563.5,  ,
Garland,AR,563.8,  ,
Burke,GA,563.8,  ,
Chester,TN,563.8,  ,
Macon,TN,564,  ,
Pasquotank,NC,564.6,  ,
Kay,OK,564.9,  ,
Holmes,FL,564.9,  ,
Bay,MI,565,  ,
Buchanan,VA,565.1,  ,
Franklin,MS,565.2,  ,
Sharp,AR,565.2,  ,
Montague,TX,565.5,  ,
St. Francois,MO,565.6,  ,
Tuscaloosa,AL,565.8,  ,
Labette,KS,565.8,  ,
Tipton,TN,565.9,  ,
Dallas,AR,566.1,  ,
Colbert,AL,566.2,  ,
Ohio,KY,566.2,  ,
Marion,IL,566.2,  ,
Calhoun,MS,566.3,  ,
Genesee,MI,566.4,  ,
Clay,GA,566.5,  ,
Clark,AR,566.7,  ,
Oscoda,MI,566.7,  ,
Chester,SC,566.7,  ,
Sebastian,AR,566.9,  ,
Randolph,AR,567.2,  ,
Tift,GA,567.5,  ,
Boyd,KY,567.5,  ,
Berrien,GA,568,  ,
Miller,AR,568.1,  ,
Gallatin,IL,568.1,  ,
Vigo,IN,568.2,  ,
Choctaw,MS,568.2,  ,
Metcalfe,KY,568.4,  ,
Green,KY,569,  ,
Lawrence,AR,569,  ,
Craighead,AR,569,  ,
Stoddard,MO,569.1,  ,
Sterling,TX,569.6,  ,
Hardin,TX,569.7,  ,
Bollinger,MO,569.7,  ,
Rogers,OK,570,  ,
Carroll,KY,570.2,  ,
Issaquena,MS,570.4,  ,
Russell,KY,570.5,  ,
Hancock,WV,570.9,  ,
Henderson,TN,571.2,  ,
Moore,TN,571.4,  ,
Pike,KY,571.8,  ,
Coosa,AL,571.9,  ,
Fleming,KY,572.2,  ,
Massac,IL,572.2,  ,
Tallapoosa,AL,572.3,  ,
Clarke,AL,572.5,  ,
Grant,LA,572.5,  ,
Rhea,TN,572.7,  ,
Mobile,AL,572.8,  ,
Knox,KY,572.9,  ,
Conway,AR,573.1,  ,
Montgomery,KY,573.2,  ,
Hinds,MS,573.6,  ,
Hopkins,TX,573.6,  ,
Creek,OK,573.7,  ,
Yell,AR,573.9,  ,
Franklin,AR,574,  ,
Rains,TX,574,  ,
Lipscomb,TX,574.1,  ,
Schuylkill,PA,574.4,  ,
Madison,MO,574.9,  ,
Anson,NC,575.1,  ,
Arenac,MI,575.4,  ,
Preble,OH,575.6,  ,
Marion,AR,575.6,  ,
Nye,NV,575.7,  ,
Chattahoochee,GA,576.1,  ,
Clay,IN,576.1,  ,
Wyoming,WV,576.3,  ,
Washington,LA,576.4,  ,
Polk,AR,576.6,  ,
Lewis,WV,576.6,  ,
Letcher,KY,577,  ,
Houston,AL,577.1,  ,
Tulsa,OK,577.3,  ,
Forrest,MS,577.6,  ,
Jones,MS,577.7,  ,
Tangipahoa,LA,577.9,  ,
Simpson,KY,578,  ,
Ellis,OK,578.2,  ,
Dale,AL,578.5,  ,
Ashley,AR,578.5,  ,
Laurens,GA,578.8,  ,
Simpson,MS,578.9,  ,
St. Martin,LA,579.2,  ,
Clark,KY,579.2,  ,
McDowell,WV,579.2,  ,
Wayne,TN,579.2,  ,
Clay,TN,579.3,  ,
Winston,AL,579.4,  ,
Fayette,IN,579.5,  ,
St. John the Baptist,LA,579.5,  ,
Monroe,AL,579.6,  ,
Troup,GA,580.3,  ,
Grant,KY,580.3,  ,
Ripley,MO,580.7,  ,
Vermillion,IN,580.8,  ,
Polk,TN,580.9,  ,
Nowata,OK,581,  ,
Hopkins,KY,581.1,  ,
Mason,KY,581.5,  ,
Montgomery,GA,581.5,  ,
Acadia,LA,581.7,  ,
Natchitoches,LA,582,  ,
Claiborne,LA,582.2,  ,
Newton,AR,582.2,  ,
McMinn,TN,582.2,  ,
Talbot,GA,582.7,  ,
Decatur,GA,582.8,  ,
Kiowa,OK,582.8,  ,
Sabine,TX,583,  ,
Caldwell,KY,583.2,  ,
Bamberg,SC,583.4,  ,
Garvin,OK,583.5,  ,
Cherokee,SC,583.8,  ,
Atkinson,GA,583.9,  ,
Sumter,GA,584.2,  ,
Mariana Islands,MP,584.2,  ,
Bath,KY,584.3,  ,
Baltimore City,MD,584.5,  ,
Cherokee,OK,584.6,  ,
Seminole,GA,584.6,  ,
Roosevelt,MT,584.8,  ,
Dewey,OK,584.9,  ,
Linn,MO,585.2,  ,
Ware,GA,585.2,  ,
Union,AR,585.3,  ,
Iosco,MI,585.9,  ,
Lenoir,NC,586.2,  ,
Early,GA,586.2,  ,
Geneva,AL,586.3,  ,
Jefferson,TX,586.5,  ,
Obion,TN,586.8,  ,
Kemper,MS,586.8,  ,
Noxubee,MS,586.9,  ,
Beaver,OK,586.9,  ,
Carter,OK,587.2,  ,
Alcona,MI,587.2,  ,
Roberts,TX,587.4,  ,
Morgan,MO,587.6,  ,
Jackson,AR,587.6,  ,
Lawrence,KY,587.7,  ,
Delta,TX,587.9,  ,
Barbour,AL,588.3,  ,
Cleveland,AR,588.3,  ,
Murray,OK,588.4,  ,
Bullock,AL,588.6,  ,
Morgan,AL,589,  ,
Wilkes,GA,589.1,  ,
Jefferson Davis,MS,589.3,  ,
Jack,TX,589.3,  ,
Kleberg,TX,589.5,  ,
Warren,TN,589.8,  ,
Newton,MS,590,  ,
Cherokee,TX,590.6,  ,
Ouachita,AR,590.8,  ,
Pawnee,OK,591.1,  ,
Florence,SC,591.1,  ,
Escambia,AL,591.5,  ,
Marshall,TN,592.3,  ,
Irwin,GA,592.4,  ,
Glascock,GA,592.8,  ,
Lewis,KY,592.8,  ,
Henry,MO,592.9,  ,
Hardin,IL,593.3,  ,
Coffee,AL,593.4,  ,
Marion,WV,593.5,  ,
Angelina,TX,593.7,  ,
Logan,WV,593.8,  ,
Cross,AR,594.3,  ,
Union,MS,594.3,  ,
Washington,OK,594.3,  ,
Mayes,OK,594.3,  ,
Custer,OK,594.3,  ,
Stephens,OK,594.5,  ,
Palo Pinto,TX,594.5,  ,
Lee,AR,594.6,  ,
Stone,MS,594.8,  ,
Wayne,IN,594.9,  ,
Lamar,TX,595.3,  ,
Tate,MS,595.4,  ,
Ogemaw,MI,595.4,  ,
Terry,TX,595.7,  ,
Mercer,OH,595.8,  ,
Scott,KY,595.9,  ,
Scott,MS,596.1,  ,
Harrison,KY,596.7,  ,
Jefferson,OH,597,  ,
Morris,TX,597,  ,
Chesterfield,SC,597,  ,
Tyler,TX,597.2,  ,
Pointe Coupee,LA,597.3,  ,
Lafayette,AR,597.8,  ,
Elmore,AL,597.8,  ,
Adair,KY,598.1,  ,
Montgomery,MO,598.3,  ,
Washita,OK,598.5,  ,
Rock,NE,598.9,  ,
Cherokee,KS,599.1,  ,
Union,SC,599.1,  ,
Wicomico,MD,599.2,  ,
Evangeline,LA,599.4,  ,
Tattnall,GA,599.4,  ,
Itawamba,MS,599.5,  ,
DeKalb,TN,599.5,  ,
Jasper,TX,599.6,  ,
Pontotoc,OK,600.3,  ,
Crenshaw,AL,600.3,  ,
Allen,LA,600.6,  ,
Sumter,AL,600.9,  ,
Twiggs,GA,601.6,  ,
Caddo,OK,601.7,  ,
Clay,AR,601.8,  ,
Floyd,GA,602.3,  ,
Jim Wells,TX,602.5,  ,
Jefferson,GA,603.1,  ,
Marion,TN,603.5,  ,
Lawrence,AL,603.7,  ,
Pike,AR,604,  ,
Treutlen,GA,604.1,  ,
Edgecombe,NC,604.2,  ,
Webster,LA,604.2,  ,
Coffee,GA,604.3,  ,
Montgomery,MS,605.1,  ,
Columbia,AR,605.4,  ,
Nicholas,KY,605.5,  ,
Kingman,KS,605.7,  ,
Prentiss,MS,605.8,  ,
DeKalb,AL,606.7,  ,
McCreary,KY,606.8,  ,
Cass,TX,606.8,  ,
Calhoun,AR,607.8,  ,
Potter,TX,608,  ,
Marshall,AL,608.7,  ,
Nome,AK,609.2,  ,
Taylor,GA,609.2,  ,
Red River,TX,610.5,  ,
Bedford,TN,610.7,  ,
Wayne,MI,610.7,  ,
Franklin,AL,611.2,  ,
Boone,AR,612.5,  ,
Appling,GA,612.5,  ,
Young,TX,612.5,  ,
Franklin,GA,612.6,  ,
Little River,AR,612.7,  ,
White,AR,612.8,  ,
Jasper,MS,612.9,  ,
Cooper,MO,613.6,  ,
Wayne,MS,614,  ,
New Madrid,MO,614.1,  ,
Robertson,KY,614.4,  ,
Henderson,TX,614.6,  ,
Lowndes,AL,615.3,  ,
Harrison,MS,615.5,  ,
Bibb,AL,615.6,  ,
Johnson,KY,616.3,  ,
Dillon,SC,616.6,  ,
Gallatin,KY,617.3,  ,
Dickson,TN,617.8,  ,
Nevada,AR,618.4,  ,
Crawford,GA,618.8,  ,
Jackson,OH,619,  ,
Sharkey,MS,619.6,  ,
Chicot,AR,619.7,  ,
Fulton,KY,620.4,  ,
Winston,MS,620.5,  ,
Hardeman,TN,621.4,  ,
Cumberland,KY,622.1,  ,
Conecuh,AL,622.4,  ,
Columbus,NC,622.4,  ,
Allendale,SC,622.6,  ,
Chickasaw,MS,622.8,  ,
Concordia,LA,623.9,  ,
Scioto,OH,624,  ,
Greene,AL,624.1,  ,
Bristol,VA,624.3,  ,
Ben Hill,GA,624.5,  ,
Toombs,GA,624.8,  ,
Miller,GA,626,  ,
Bowie,TX,626.8,  ,
Peach,GA,627,  ,
Trinity,TX,627.1,  ,
Coahoma,MS,628,  ,
Fayette,OH,628.7,  ,
Fannin,TX,629,  ,
Houston,TN,629.3,  ,
Washington,MS,629.3,  ,
Mingo,WV,629.4,  ,
Gallia,OH,629.8,  ,
Danville,VA,630.3,  ,
Meriwether,GA,630.5,  ,
Independence,AR,631.3,  ,
Amite,MS,631.3,  ,
Haralson,GA,632.2,  ,
Hale,AL,632.6,  ,
Estill,KY,632.7,  ,
Copiah,MS,632.7,  ,
Decatur,TN,632.7,  ,
Montgomery,KS,633.4,  ,
Iberia,LA,633.5,  ,
Butler,AL,634.2,  ,
Perry,AL,635.4,  ,
Muscogee,GA,635.7,  ,
Lincoln,AR,636.5,  ,
Clay,AL,636.6,  ,
Taney,MO,636.7,  ,
Richmond,NC,636.9,  ,
Baldwin,GA,637.3,  ,
Tippah,MS,637.7,  ,
Cameron,LA,638.3,  ,
Liberty,TX,639.3,  ,
Mississippi,MO,639.7,  ,
Benton,TN,639.8,  ,
Lauderdale,MS,640.2,  ,
Adair,OK,640.4,  ,
Grundy,TN,640.8,  ,
Covington,AL,640.9,  ,
Washington,FL,641.2,  ,
Woodruff,AR,641.4,  ,
Lincoln,TN,641.4,  ,
Colleton,SC,642.4,  ,
Crittenden,KY,642.5,  ,
St. Francis,AR,643,  ,
Jefferson,AR,643.4,  ,
Polk,GA,643.6,  ,
Walthall,MS,644.1,  ,
Claiborne,TN,644.3,  ,
Lincoln,MS,644.6,  ,
Jefferson,OK,644.6,  ,
Humphreys,TN,645.1,  ,
Chilton,AL,646.1,  ,
Campbell,TN,646.3,  ,
Emporia,VA,646.8,  ,
Vermilion,LA,647.8,  ,
Somerset,MD,648.1,  ,
Sioux,ND,649.5,  ,
Tallahatchie,MS,649.7,  ,
Knott,KY,649.8,  ,
Greensville,VA,650,  ,
Winn,LA,650.8,  ,
Coffee,TN,651.5,  ,
Chattooga,GA,651.7,  ,
Sequoyah,OK,652.4,  ,
East Carroll,LA,652.8,  ,
Haywood,TN,652.8,  ,
Vernon,LA,652.9,  ,
Floyd,KY,652.9,  ,
Arkansas,AR,653.3,  ,
Perry,TN,653.4,  ,
Cullman,AL,653.8,  ,
Bradley,AR,654.1,  ,
Hutchinson,TX,656.7,  ,
Etowah,AL,656.8,  ,
East Feliciana,LA,658.5,  ,
Brunswick,VA,658.5,  ,
Bibb,GA,658.7,  ,
Le Flore,OK,659,  ,
Warren,MS,659.3,  ,
Talladega,AL,659.3,  ,
McCurtain,OK,659.8,  ,
Mountrail,ND,659.9,  ,
Greene,MS,660.1,  ,
Texas,OK,660.3,  ,
Macon,GA,661.7,  ,
Choctaw,OK,661.9,  ,
Okfuskee,OK,662,  ,
Newton,TX,662.3,  ,
Latimer,OK,662.4,  ,
Claiborne,MS,662.6,  ,
Wilkinson,GA,662.8,  ,
Marion,AL,663.4,  ,
George,MS,663.6,  ,
Hempstead,AR,663.7,  ,
Orange,TX,664.2,  ,
Candler,GA,664.3,  ,
Pottawatomie,OK,664.4,  ,
Macon,AL,664.9,  ,
Cleburne,AL,665.1,  ,
Humphreys,MS,665.8,  ,
Anderson,TX,666.4,  ,
West Carroll,LA,666.8,  ,
Jackson,AL,668.2,  ,
Atoka,OK,668.5,  ,
Pushmataha,OK,669.4,  ,
Fayette,AL,670.1,  ,
Union,FL,671.1,  ,
Mississippi,AR,672.1,  ,
Rapides,LA,673.7,  ,
Avoyelles,LA,673.9,  ,
Iron,MO,674.1,  ,
Poinsett,AR,674.2,  ,
Washington,AR,674.9,  ,
Alcorn,MS,676.6,  ,
Beauregard,LA,677.3,  ,
Galax,VA,677.3,  ,
Gibson,TN,677.7,  ,
Henry,TN,678,  ,
Corson,SD,678.1,  ,
St. Landry,LA,678.4,  ,
Jefferson Davis,LA,678.4,  ,
Powell,KY,678.7,  ,
Randolph,AL,679,  ,
Pittsburg,OK,679.5,  ,
Lake,TN,680.1,  ,
Craig,OK,680.8,  ,
Nottoway,VA,681,  ,
Holmes,MS,681.1,  ,
Quitman,MS,681.5,  ,
Richland,LA,683,  ,
Okmulgee,OK,683.2,  ,
Lawrence,MS,683.8,  ,
Emanuel,GA,683.8,  ,
Walker,GA,683.9,  ,
Ochiltree,TX,684.4,  ,
Hardin,TN,684.5,  ,
McNairy,TN,684.9,  ,
Polk,TX,685.5,  ,
Lauderdale,TN,687.3,  ,
Pike,MS,687.5,  ,
Jefferson,MS,689.5,  ,
Panola,MS,692.2,  ,
Wright,MO,692.5,  ,
Howard,AR,694.1,  ,
Jeff Davis,GA,695.2,  ,
Covington,MS,695.8,  ,
Choctaw,AL,698.4,  ,
Haskell,OK,698.5,  ,
Burleson,TX,698.6,  ,
Wilcox,AL,699.9,  ,
Bacon,GA,701.1,  ,
Dunklin,MO,701.5,  ,
Tishomingo,MS,701.7,  ,
Sunflower,MS,702.5,  ,
Wilkinson,MS,703,  ,
Darlington,SC,704.2,  ,
Marion,SC,706.6,  ,
Morehouse,LA,707,  ,
Madison,AR,707.8,  ,
Clay,KY,708.9,  ,
Tensas,LA,709.5,  ,
Howard,TX,710.7,  ,
Calcasieu,LA,711,  ,
Coal,OK,716,  ,
Lee,SC,716.5,  ,
Petersburg,VA,717.4,  ,
Monroe,KY,717.9,  ,
Yalobusha,MS,719.7,  ,
Upson,GA,720,  ,
McIntosh,OK,720.1,  ,
Ottawa,OK,720.4,  ,
Lee,KY,723.8,  ,
Crawford,MO,725,  ,
Washington,MO,728.3,  ,
Seminole,OK,729,  ,
Jackson,KY,730.6,  ,
Bell,KY,730.8,  ,
Owsley,KY,731.5,  ,
Marlboro,SC,733.1,  ,
Crockett,TN,733.7,  ,
Monroe,AR,734.5,  ,
Marengo,AL,736.9,  ,
Clinch,GA,740.6,  ,
Clarke,MS,740.8,  ,
Dyer,TN,741.4,  ,
Guam,GU,745,  ,
Franklin City,VA,745.8,  ,
Bolivar,MS,746.9,  ,
Hughes,OK,749.8,  ,
Dallas,AL,750.6,  ,
Calhoun,AL,751.4,  ,
Whitley,KY,753.4,  ,
Carroll,TN,754.5,  ,
Leslie,KY,758.2,  ,
Pemiscot,MO,765.5,  ,
Harlan,KY,770.5,  ,
Madison,LA,771.6,  ,
Catahoula,LA,772.4,  ,
Grenada,MS,776.7,  ,
Webster,MS,779.5,  ,
Perry,KY,780.3,  ,
Muskogee,OK,793.8,  ,
Neshoba,MS,795.6,  ,
Caldwell,LA,796.7,  ,
Cocke,TN,802.4,  ,
Wolfe,KY,817.6,  ,
Tunica,MS,824.9,  ,
Martinsville,VA,842.3,  ,
Leflore,MS,858.7,  ,
Covington,VA,867,  ,
Walker,AL,900.2,  ,
Breathitt,KY,907.9,  ,
Desha,AR,958.7,  ,
Franklin,LA,1028,  ,
County,State,Value,,
Bristol Bay,AK,Insufficient Data,  ,
Yakutat,AK,Insufficient Data,  ,
Saint Croix (County Equivalent),VI,Insufficient Data,  ,
Saint John (County Equivalent),VI,Insufficient Data,  ,
Saint Thomas (County Equivalent),VI,Insufficient Data,  ,